seqid,org_ID,parent_ID,code,name,name_30,name_15,orgtype_ID,org_type,address1,address2,city,state,zipcode,grade_span,subtype_ID,subtype_nm,source,reptsource,add_orig,match_note,score,match_add,xcoord,ycoord
332,724,74,23109,Fishing Cove Elementary School,Fishing Cove El. School,Fishing Cove,2,School,110 Wickford Point Road,,North Kingstown,RI,02852,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"110 WICKFORD POINT RD, NORTH KINGSTOWN, RI, 02852",343175.9034592832,183793.606490762
333,725,74,23110,Forest Park Elementary School,Forest Park El. School,Forest Park,2,School,50 Woodlawn Drive,,North Kingstown,RI,02852,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"50 WOODLAWN DR, NORTH KINGSTOWN, RI, 02852",341039.5865097796,196058.6955553573
334,726,74,23111,Hamilton Elementary School,Hamilton School,Hamilton School,2,School,25 Salisbury Avenue,,North Kingstown,RI,02852,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"25 SALISBURY AV, NORTH KINGSTOWN, RI, 02852",344364.8067656863,169164.19124307908
335,723,74,23108,North Kingstown Senior High School,North Kingstown Sr. High,N. Kings. High,2,School,150 Fairway Drive,,North Kingstown,RI,02852,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"150 FAIRWAY DR, NORTH KINGSTOWN, RI, 02852",342143.71262710803,172183.40693417314
336,729,74,23114,Stony Lane Elementary School,Stony Lane El. School,Stony Lane,2,School,825 Stony Lane,,North Kingstown,RI,02852,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"825 STONY LN, NORTH KINGSTOWN, RI, 02852",331899.4585606935,186040.99520098907
337,728,74,23113,Suzanne M. Henseler Quidnessett Elementary School,Suzanne M. Henseler Quidnesset,Suzanne M.,2,School,166 Mark Drive,,North Kingstown,RI,02852,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"166 MARK DR, NORTH KINGSTOWN, RI, 02852",344862.6387575744,193787.2213347798
338,720,74,23105,Wickford Middle School,Wickford Middle School,Wickford Middle,2,School,250 Tower Hill Road,,North Kingstown,RI,02852,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"250 TOWER HILL RD, NORTH KINGSTOWN, RI, 02852",338923.5199498445,176548.2225419033
339,764,75,24112,Birchwood Middle School,Birchwood Middle School,Birchwood,2,School,10 Birchwood Drive,,North Providence,RI,02904,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"10 BIRCHWOOD DR, NORTH PROVIDENCE, RI, 02904",341403.5065541983,285994.01499980886
340,761,75,24109,Centredale School,Centredale School,Centredale,2,School,41 Angell Avenue,,North Providence,RI,02911,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"41 ANGELL AV, NORTH PROVIDENCE, RI, 02911",334312.6022222766,282032.14883010153
341,763,75,24111,Dr. Edward A. Ricci Middle School,Dr. Edward Ricci School,Ricci School,2,School,51 Intervale Avenue,,North Providence,RI,02911,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"51 INTERVALE AV, NORTH PROVIDENCE, RI, 02911",336115.3429837244,278398.0605582916
342,760,75,24108,Dr. Joseph A Whelan Elementary School,Joseph A. Whelan School,Whelan School,2,School,1440 Mineral Spring Avenue,,North Providence,RI,02904,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1440 MINERAL SPRING AV, NORTH PROVIDENCE, RI, 02904",343907.27725299814,285019.8903551918
343,762,75,24110,Greystone School,Greystone School,Greystone,2,School,100 Morgan Avenue,,North Providence,RI,02911,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"100 MORGAN AV, NORTH PROVIDENCE, RI, 02911",332739.91318376426,283563.3971477755
344,757,75,24105,North Providence High School,North Providence High,N. Prov. High,2,School,1828 Mineral Spring Avenue,,North Providence,RI,02904,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1828 MINERAL SPRING AV, NORTH PROVIDENCE, RI, 02904",339092.7253201047,283243.13481749117
345,758,75,24106,Stephen Olney School,Stephen Olney School,Olney School,2,School,1378 Douglas Avenue,"North Providence, RI 02904",North Providence,RI,02904,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1378 DOUGLAS AV, NORTH PROVIDENCE, RI, 02904",341043.17573863966,283913.3965366153
346,794,76,25110,North Smithfield Elementary School,North Smithfield Elementary,N. Smith. Elem.,2,School,2214 Providence Pike,,North Smithfield,RI,02896,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"2214 PROVIDENCE PIKE, NORTH SMITHFIELD, RI, 02896",317529.96297245985,312131.21978460613
347,793,76,25108,North Smithfield High School,North Smitfield HS,N. Smithfield,2,School,412 Greenville Road,,North Smithfield,RI,02896,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"412 GREENVILLE RD, NORTH SMITHFIELD, RI, 02896",315846.05939726933,317204.6046932939
348,2558,76,25109,North Smithfield Middle School,North Smithfield MS,N. Smithfield M,2,School,1850 Providence Pike,,North Smithfield,RI,02896,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1850 PROVIDENCE PIKE, NORTH SMITHFIELD, RI, 02896",315438.5173327051,317041.45936910907
349,816,78,26122,Agnes E. Little School,Agnes E. Little School,Little School,2,School,60 South Bend Street,,Pawtucket,RI,02860,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"60 S BEND ST, PAWTUCKET, RI, 02860",363045.40644070896,288992.84545737726
350,812,78,26118,Charles E. Shea High School,Charles E. Shea High School,Shea High,2,School,485 East Avenue,,Pawtucket,RI,02860,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"485 EAST AV, PAWTUCKET, RI, 02860",358597.22157345695,284905.20160361705
351,811,78,26116,Curvin-McCabe School,Curvin-McCabe School,Curvin-McCabe,2,School,466 Cottage Street,,Pawtucket,RI,02861,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"466 COTTAGE ST, PAWTUCKET, RI, 02861",364853.87410433777,293312.17899155256
352,814,78,26120,Elizabeth Baldwin School,Elizabeth Baldwin School,Baldwin School,2,School,723 Central Avenue,,Pawtucket,RI,02861,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"723 CENTRAL AV, PAWTUCKET, RI, 02861",367388.3455993871,292953.75185538933
353,809,78,26113,Fallon Memorial School,Fallon Memorial School,Fallon School,2,School,62 Lincoln Avenue,,Pawtucket,RI,02861,PF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"62 LINCOLN AV, PAWTUCKET, RI, 02861",366126.1863302501,286127.4867214181
354,810,78,26115,Flora S. Curtis Memorial School,Flora S. Curtis School,Curtis School,2,School,582 Benefit Street,,Pawtucket,RI,02861,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"582 BENEFIT ST, PAWTUCKET, RI, 02861",369491.3719554638,294941.9387519392
355,819,78,26125,Francis J. Varieur School,Francis J. Varieur School,Varieur School,2,School,486 Pleasant Street,,Pawtucket,RI,02860,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"486 PLEASANT ST, PAWTUCKET, RI, 02860",359875.0782656084,285212.18180411984
356,813,78,26119,Henry J. Winters School,Henry J. Winters School,Winters School,2,School,481 Broadway,,Pawtucket,RI,02860,PF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,90.92,"481 BROADWAY ST, PAWTUCKET, RI, 02860",362188.0051050205,292669.3461197169
357,2564,78,26109,Jacqueline M. Walsh School for the Performing and Visual Arts,Jacqueline M. Walsh School,Jacqueline ,2,School,350 Divison Street,,Pawtucket,RI,02860,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,98.5,"350 DIVISION ST, PAWTUCKET, RI, 02860",363228.6197185202,288723.9745387709
358,803,78,26103,Joseph Jenks Middle School,Joseph Jenks Middle School,Jenks Middle,2,School,350 Division Street,,Pawtucket,RI,02860,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"350 DIVISION ST, PAWTUCKET, RI, 02860",363228.6197185202,288723.9745387709
359,806,78,26107,Lyman B. Goff Middle School,Lyman B. Goff Middle School,Lyman B. Goff,2,School,974 Newport Avenue,,Pawtucket,RI,02861,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"974 NEWPORT AV, PAWTUCKET, RI, 02861",367685.4821910162,290871.62234667584
360,815,78,26121,M. Virginia Cunningham School,Cunningham School,Cunningham,2,School,40 Baldwin Street,,Pawtucket,RI,02860,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"40 BALDWIN ST, PAWTUCKET, RI, 02860",355016.08731682884,288517.3499703951
361,808,78,26111,Nathanael Greene School,Nathanael Greene School,Greene School,2,School,"285 Smithfield Ave  Pawtucket, RI 02860",,Pawtucket,RI,02861,PF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,92.08,"285 SMITHFIELD AV, PAWTUCKET, RI, 02860",351989.42348010035,285886.5641959353
362,807,78,26110,Potter-Burns School,Potter-Burns School,Potter-Burns,2,School,973 Newport Avenue,,Pawtucket,RI,02861,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"973 NEWPORT AV, PAWTUCKET, RI, 02861",367887.6648408028,290981.07597991324
363,805,78,26106,Samuel Slater Middle School,Samuel Slater Middle School,Slater Middle,2,School,281 Mineral Spring Avenue,,Pawtucket,RI,02860,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"281 MINERAL SPRING AV, PAWTUCKET, RI, 02860",355234.0308456097,288290.6852103841
364,804,78,26105,William E Tolman Senior High School,William E. Tolman High,Tolman High,2,School,150 Exchange Street,,Pawtucket,RI,02860,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"150 EXCHANGE ST, PAWTUCKET, RI, 02860",360589.7393406313,290471.88536763267
365,867,79,27104,Howard Hathaway School,Howard Hathaway School,Hathaway School,2,School,53 Tallman Avenue,,Portsmouth,RI,02871,KF - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"53 TALLMAN AV, PORTSMOUTH, RI, 02871",397927.1268342392,194430.16128858144
366,870,79,27111,Melville Elementary School,Melville School,Melville School,2,School,1351 West Main Road,,Portsmouth,RI,02871,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1351 W MAIN RD, PORTSMOUTH, RI, 02871",390965.6052792255,181948.9728846195
367,869,79,27106,Portsmouth High School,Portsmouth High School,Portsmouth High,2,School,120 Education Lane,,Portsmouth,RI,02871,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"120 EDUCATION LN, PORTSMOUTH, RI, 02871",396650.84464358777,192739.2458276179
368,871,79,27112,Portsmouth Middle School,Portsmouth Middle School,Portsmouth Mid.,2,School,125 Jepson Lane,,Portsmouth,RI,02871,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"125 JEPSON LN, PORTSMOUTH, RI, 02871",386853.2849813026,171998.73813482412
369,3038,80,28195,360 High School,360 High School,360 High School,2,School,182 Thurbers Avenue,,Providence,RI,02905,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"182 THURBERS AV, PROVIDENCE, RI, 02905",353121.8985564251,260772.13496230345
370,913,80,28116,Alan Shawn Feinstein Elementary at Broad Street,Alan Shawn Feinstein Elem.,Alan Shawn,2,School,1450 Broad Street,,Providence,RI,02905,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"1450 BROAD ST, PROVIDENCE, RI, 02905",354535.6819234061,256899.13889237092
371,917,80,28121,Alfred Lima Sr. Elementary School,Alfred Lima Sr. El School,Alfred Limas,2,School,222 Daboll Street,,Providence,RI,02907,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"222 DABOLL ST, PROVIDENCE, RI, 02907",347574.9099421543,262534.39874060673
372,967,80,28181,Anthony Carnevale Elementary School,Anthony Carnevale Elementary,Anthony,2,School,50 Springfield Street,,Providence,RI,02909,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"50 SPRINGFIELD ST, PROVIDENCE, RI, 02909",337703.9356771857,267376.18518685043
373,912,80,28115,Asa Messer Elementary School,Asa Messer El. School,Asa Messer,2,School,1655 Westminster Street,,Providence,RI,02909,PK - 04,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"1655 WESTMINSTER ST, PROVIDENCE, RI, 02909",345154.7821567893,267135.29438935756
374,934,80,28140,Carl G. Lauro Elementary School,Carl G. Lauro El. School,Lauro School,2,School,99 Kenyon Street,,Providence,RI,02903,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"99 KENYON ST, PROVIDENCE, RI, 02903",348049.63205938204,268883.35592617147
375,933,80,28139,Central High School,Central High School,Central High,2,School,70 Fricker St,,Providence,RI,02903,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"70 FRICKER ST, PROVIDENCE, RI, 02903",349619.8344166842,267208.21324219846
376,955,80,28164,Classical High School,Classical High School,Classical High,2,School,770 Westminster Street,,Providence,RI,02903,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"770 WESTMINSTER ST, PROVIDENCE, RI, 02903",349690.4410922595,267524.71183967823
377,910,80,28113,Dr. Jorge Alvarez High School,Dr. Jorge Alvarez HS,Dr. Jorge,2,School,375 Adelaide Avenue,,Providence,RI,02907,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"375 ADELAIDE AV, PROVIDENCE, RI, 02907",347135.1600018193,259336.34823431078
378,954,80,28163,"Dr. Martin Luther King, Jr. Elementary School",Martin Luther King El. School,King School,2,School,35 Camp Street,,Providence,RI,02906,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"35 CAMP ST, PROVIDENCE, RI, 02906",354259.565125101,274655.1928730302
379,969,80,28187,E-Cubed Academy,E-Cubed Academy,E-Cubed,2,School,812 Branch Avenue,,Providence,RI,02904,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"812 BRANCH AV, PROVIDENCE, RI, 02904",345986.7733385481,280888.16442543216
380,931,80,28137,Esek Hopkins Middle School,Esek Hopkins Middle,Hopkins Middle,2,School,480 Charles Street,,Providence,RI,02904,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"480 CHARLES ST, PROVIDENCE, RI, 02904",349892.3262921405,278787.3947226387
381,928,80,28134,Frank D. Spaziano Elementary School,Frank D. Spaziano Elem School,Frank Spaziano,2,School,85 Laurel Hill Avenue,,Providence,RI,02909,01 - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"85 LAUREL HILL AV, PROVIDENCE, RI, 02909",340043.0777682718,266807.17144956975
382,929,80,28135,George J. West Elementary School,George J. West El. School,West School,2,School,145 Beaufort Street,,Providence,RI,02908,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"145 BEAUFORT ST, PROVIDENCE, RI, 02908",341620.704475216,272305.7233212241
383,937,80,28144,Gilbert Stuart Middle School,Gilbert Stuart Middle School,Stuart School,2,School,188 Princeton Avenue,,Providence,RI,02907,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"188 PRINCETON AVE, PROVIDENCE, RI, 02907",347971.09338632604,262901.4162300416
384,968,80,28182,Governor Christopher DelSesto Middle School,Governor Christopher DelSesto ,Governor Chris,2,School,152 Springfield Street,,Providence,RI,02909,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"152 SPRINGFIELD ST, PROVIDENCE, RI, 02909",337339.008269087,267946.9677595693
385,952,80,28161,Harry Kizirian Elementary School,Harry Kizirian Elementary,Harry Kizirian,2,School,60 Camden Avenue,,Providence,RI,02908,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"60 CAMDEN AV, PROVIDENCE, RI, 02908",348122.4953882406,274606.5261024868
386,942,80,28149,Hope High School,Hope High School,Hope High,2,School,324 Hope Street,,Providence,RI,02906,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"324 HOPE ST, PROVIDENCE, RI, 02906",354792.4605118529,273822.99942533567
387,902,80,28103,Leviton Dual Language School,Leviton Dual Language School,Leviton Dual,2,School,65 Greenwich Street,,Providence,RI,02907,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"65 GREENWICH ST, PROVIDENCE, RI, 02907",347395.04793327866,262070.16272404854
388,948,80,28157,Lillian Feinstein Elementary Sackett Street,Lillian Feinstein El. School,Lillian Fein,2,School,159 Sackett Street,,Providence,RI,02907,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"159 SACKETT ST, PROVIDENCE, RI, 02907",350119.23694407346,259035.20598395384
389,951,80,28160,Mary E. Fogarty Elementary School,Mary E. Fogarty El. School,Fogarty School,2,School,199 Oxford Street,,Providence,RI,02905,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"199 OXFORD ST, PROVIDENCE, RI, 02905",352346.3356047447,262162.52686871355
390,943,80,28150,Mount Pleasant High School,Mount Pleasant High,Mount Pleasant,2,School,434 Mt. Pleasant Avenue,,Providence,RI,02908,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"434 MOUNT PLEASANT AV, PROVIDENCE, RI, 02909",340953.1554992302,275541.2088896306
391,1973,80,28143,Nathan Bishop Middle School,Nathan Bishop Middle,Bishop Middle,2,School,101 Sessions Street,,Providence,RI,02906,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"101 SESSIONS ST, PROVIDENCE, RI, 02906",357101.6355164566,276005.5718181485
392,938,80,28145,Nathanael Greene Middle School,Nathanael Greene Middle,Greene Middle,2,School,721 Chalkstone Avenue,,Providence,RI,02908,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"721 CHALKSTONE AV, PROVIDENCE, RI, 02908",346700.9545277234,273691.09823922766
393,956,80,28165,Pleasant View School,Pleasant View School,Pleasant View,2,School,50 Obediah Brown Road,,Providence,RI,02909,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"50 OBEDIAH BROWN RD, PROVIDENCE, RI, 02909",338334.6167288808,274095.7847846988
394,2569,80,28193,Providence Career and Technical Academy,Providence Career Technical,P Career Tech,2,School,41 Fricker street,,Providence,RI,02903,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"41 FRICKER ST, PROVIDENCE, RI, 02907",349397.4331053191,267092.7074948832
395,936,80,28142,Reservoir Avenue School,Reservoir Avenue School,Reservoir Ave.,2,School,156 Reservoir Avenue,,Providence,RI,02907,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"156 RESERVOIR AV, PROVIDENCE, RI, 02907",347741.8665911287,258102.9702180329
396,932,80,28138,Robert F. Kennedy Elementary School,Robert F. Kennedy El. School,Kennedy School,2,School,195 Nelson Street,,Providence,RI,02908,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"195 NELSON ST, PROVIDENCE, RI, 02908",343401.90986350336,276792.35458026547
397,947,80,28156,Robert L Bailey IV Elementary School,Robert L. Bailey IV,Robert Bailey,2,School,65 Gordon Avenue,,Providence,RI,02905,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"65 GORDON AV, PROVIDENCE, RI, 02905",351030.79795856075,262384.6109001795
398,940,80,28147,Roger Williams Middle School,Roger Williams Middle,Williams Middle,2,School,278 Thurbers Avenue,,Providence,RI,02905,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"278 THURBERS AV, PROVIDENCE, RI, 02905",352430.2759680851,260603.131857979
399,953,80,28162,The Sgt. Cornel Young Jr & Charlotte Woods Elementary School @ The B. Jae Clanton Complex,Cornel Young & Charlotte Woods,CornelCharlotte,2,School,674 Prairie Avenue,,Providence,RI,02905,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"674 PRAIRIE AV, PROVIDENCE, RI, 02905",352537.69900996744,259557.84133196436
400,944,80,28151,Vartan Gregorian Elementary School,Vartan Gregorian El. School,Gregorian,2,School,455 Wickenden St.,,Providence,RI,02903,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"455 WICKENDEN ST, PROVIDENCE, RI, 02906",357072.2791937802,268418.9929976536
401,924,80,28130,Veazie Street School,Veazie Street School,Veazie Street,2,School,211 Veazie Street,,Providence,RI,02904,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"211 VEAZIE ST, PROVIDENCE, RI, 02904",346028.2338893802,279741.89163948956
402,922,80,28127,Webster Avenue School,Webster Avenue School,Webster Avenue,2,School,191 Webster Avenue,,Providence,RI,02909,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"191 WEBSTER AV, PROVIDENCE, RI, 02909",341764.475895554,264885.1889699933
403,2995,80,28194,West Broadway Middle School,West Broadway Middle School,West Broadway,2,School,29 Bainbridge Avenue,,Providence,RI,02909,05 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"29 BAINBRIDGE AV, PROVIDENCE, RI, 02909",345526.65402868245,267346.753510198
404,971,80,28189,"William B. Cooley, Sr. High School and the Providence Academy of International Studies High School",W B Cooley & Acad Internationa,Cooley/Internat,2,School,182 Thurbers Avenue,,Providence,RI,02905,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"182 THURBERS AV, PROVIDENCE, RI, 02905",353121.8985564251,260772.13496230345
405,945,80,28153,William D'Abate Elementary School,William D'Abate Elem. School,D'Abate School,2,School,60 Kossuth Street,,Providence,RI,02909,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"60 KOSSUTH ST, PROVIDENCE, RI, 02909",342639.8749335264,269044.31995104917
406,1134,82,30103,Clayville Elementary School,Clayville School,Clayville,2,School,3 George Washington Highway,,Clayville,RI,02815,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,35.66,"3 GEORGE ST, WESTERLY, RI, 02891",238925.04980545983,105611.56000745909
407,1133,82,30102,Hope Elementary School,Hope School                   ,Hope School    ,2,School,391 North Road,,Hope,RI,02831,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,95.41,"391 NORTH RD, SCITUATE, RI, 02831",310955.10249864217,237808.232851662
408,1137,82,30106,North Scituate Elementary School,North Scituate School,N. Scituate,2,School,46 Institute Lane,,North Scituate,RI,02857,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,99.15,"46 INSTITUTE LN, SCITUATE, RI, 02857",305029.57120259694,273491.2832906891
409,1135,82,30104,Scituate High School,Scituate High School,Scituate High,2,School,94 Trimtown Road,,North Scituate,RI,02857,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,99.15,"94 TRIMTOWN RD, SCITUATE, RI, 02857",295112.31373232795,270156.4891138231
410,1136,82,30105,Scituate Middle School,Scituate Middle School,Scituate Middle,2,School,94 Trimtown Road,,North Scituate,RI,02857,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,99.15,"94 TRIMTOWN RD, SCITUATE, RI, 02857",295112.31373232795,270156.4891138231
411,1152,83,31104,Old County Road School,Old County Road School,Old County Road,2,School,200 Old County Road,,Smithfield,RI,02917,KF - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,100,"200 OLD COUNTY RD, SMITHFIELD, RI, 02917",324821.7808345711,291318.288988814
412,3562,83,31106,Pleasant View Elementary School,Pleasant View Elementary Schoo,Pleasant View E,2,School,100 Pleasant View Ave.,,Smithfield,RI,02917,KG - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"100 PLEASANT VIEW AV, SMITHFIELD, RI, 02828",316759.26233523514,290688.77394074865
413,1155,83,31108,Raymond C. LaPerche School,Raymond LaPerche School,LaPerche School,2,School,11 Limerock Road,,Smithfield,RI,02917,PK - 05,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,100,"11 LIMEROCK RD, SMITHFIELD, RI, 02917",326811.31220469397,297440.73608831863
414,1154,83,31107,Smithfield Senior High School,Smithfield High School,Smithfield High,2,School,90 Pleasant View Avenue,,Smithfield,RI,02917,09 - 12,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,ONE MATCH,92.08,"90 PLEASANT VIEW AV, SMITHFIELD, RI, 02828",315996.8149413892,290440.165309707
415,1156,83,31109,Vincent J. Gallagher Middle School,Vincent J. Gallagher Middle,Gallagher,2,School,10 Indian Run Trail,,Smithfield,RI,02917,06 - 08,5,Public LEA School,RIDE_Mar 13 2023 12:57PM,EduDir,,MULTIPLE MATCHES,92.08,"10 INDIAN RUN TRL, SMITHFIELD, RI, 02828",316341.0874280479,291726.6242531263
